Sum of receipts,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Grand Total
SUPPLEMENT ENERGY ASST/GAS,10638644.54,31346455.93,32754418.25,34960674.36,33653245.58,31921659.66,38782983.11,33896997.81,36537383.22,36288335.86,34740681.31,36109147.09,43592376.73,40001856.57,40488775.96,38982326.13,37952776.75,43293742.72,41424584.24,41419826.83,41636753.55,41434603.69,42670643.09,41071952.94,40985676.32,40808182.81,967394705.1
TELECOM TAX-QUARTER/MONTHLY,,77322601.02,175045233.4,193083129.1,188104948.3,146407578.7,141749577.3,147800912.5,147175593.9,161243298.6,170126867.8,174656617.7,167904635.5,167307237.4,140719683.6,144065506.9,125836517.2,133314971.4,127386688.1,98027837.22,2015489.84,,,,,,2829294925
TELECOMMUNICATION TAX,80687470.85,162358222.4,79810103.44,74928766.56,68338036.9,63359463.77,75898844.53,60418424.61,55464487.4,55935397.49,48269846.24,49943938.58,38900764.18,45131265.04,32350145.86,38296488.81,32941250.42,24321791.76,27696551.56,33218280.51,139440888.2,124616497.9,120000622,104178177.6,94961559.78,92818572.62,1824285859
TELECOMMUNICATION TAX-AMNESTY,,,,,,,6019845.21,,,,,,,10994232.94,239545.08,,,,,,,,,,,,17253623.23
WIRELESS 0911 SURCHARGE,,,,20682255.9,41236788.33,42998635.25,46262747.83,51718783.44,54516368.73,61361293.03,66749073.05,68612510.94,68482972.51,70854213.79,70902121.5,70046183.53,72015823.57,72169743.61,91217865.33,127319217.8,151178924.1,204680771.7,193308798.8,220273497,209924911.8,180063714,2256577216
15,464893144.3,501650405.7,470976670.3,476161091,472567696.7,702984900.6,760227284.4,656472657.2,640334061.7,638795856.7,613650448.5,582326588.9,581816646,588266633.3,606421739.9,857110401.3,859865932,861953731.1,844928849.8,781529286.5,764294791,769475166.5,850563359.8,917042815,841366442.9,784861312.5,17890537913
CIGARETTE TAX,362564039.2,385620029.8,356148672.6,363730735,365253448.8,476991424.5,582165569.1,515748905.7,498491470.1,494349971.3,476677833.7,460032760.5,458327090.4,456574421.6,463621139,609736697.4,603154931.6,596220596.8,590177792.9,536433064.6,516863980.8,524012649,561386417.9,604755664.9,539835646.8,491852650.5,12890727604
CIGARETTE TAX AMNESTY,,,,,,,26.4,,,,,,,22080.49,,,,,,,,,,,,,22106.89
CIGARETTE TAX PY ADJUSTMENT,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
CIGARETTE USE TAX,89153699.25,113435989.9,111200865.1,108884502.6,103522692.7,147863331.9,159627755.4,122269523.9,122485937.6,123510280.9,115727765.7,100935009.5,99483203.15,104240089.3,113803133,200587570.3,217630597,225921430.2,214136131.6,204513460.4,206314197,203413516,233487492.9,250413677.9,234012702,222978941.2,4149553496
CIGARETTE USE TAX PY ADJUSTMNT,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
ONE-HALF MILL CIGARETTE TAX,,,,,,,,,,,,,,,,3060743.03,3061784.97,3026545.77,2992014.74,2718878.9,2619305.88,2655955.81,86541.02,,,,20221770.12
OTHER TOBACCO PROD TAX AMNESTY,,,,,,,,,,,,,,52800.17,,,,,,,,,,,,,52800.17
PROTESTED FLOOR STOCK TAX,,,,,,,,,,,,,,,,772428.69,,,,,,,,,,,772428.69
TOBACCO PRODUCTS,13175405.84,2594385.96,3627132.59,3545853.43,3791555.24,78130144.25,18433933.42,18454227.54,19356654.09,20935604.5,21244849.13,21358818.93,24006352.41,27377241.78,28997467.89,42952961.94,36018618.41,36785158.38,37622910.58,37863882.57,38497307.34,39393045.72,55602908.02,61873472.2,67518094.07,70029720.84,829187707.1
18,57033945.53,57234683.37,127868239.9,140643392.4,140853602.1,141981465.6,147875811.9,147237579.3,152299807.1,155680405.7,158066128.2,157621222.8,230393731.1,268276264.8,279270424.8,279929989.6,279587178.6,283177179.8,287865104.5,294304352.4,296162531.7,297249152.7,302774491.4,312101279.1,320000493.1,316296177.1,5631784634
LIQUOR TAX,57033945.53,57234683.37,127868239.9,140643392.4,140853602.1,141981465.6,147858802.2,147237579.3,152299807.1,155680405.7,158066128.2,157621222.8,230393731.1,268210443.3,279270424.8,279929989.6,279587178.6,283177179.8,287865104.5,294304352.4,296162531.7,297249152.7,302774491.4,312101279.1,320000493.1,316296177.1,5631701803
LIQUOR TAX AMNESTY,,,,,,,17009.66,,,,,,,65821.43,,,,,,,,,,,,,82831.09
21,250434180.6,346977725.1,348008843.4,361038765.6,329167531.8,236949788.9,235503598.8,314294209.9,272482044.2,264395589.1,372862320.2,287757169,243378978.5,122243610.3,234863879.3,309375363.4,294137312.3,354569428.1,325244516.3,278254242.8,382081049.3,413174090.1,301767284.2,478511117.6,641814856.1,534750320.9,8534037816
ESTATE TAXES,,,,,,,,,,,,,,,,267573167.3,294137312.3,354569428.1,325230775.3,277940192.8,380991112.3,413080208.1,301326524.2,478511117.6,641814856.1,534750320.9,4269925015
ESTATE TAXES-PROTEST,,,,,,,,,,,,,,,,,,,13741,314050.04,1089937,93882,440760,,,,1952370.04
INHERITANCE TAX-ADAMS,3264225.37,2817100.67,1824491.59,1022078.73,1887157.74,2362408.53,1700149.72,1610553.85,1234352,293602.05,752170.8,434019,1430481,284799,1663828,110718,,,,,,,,,,,22692136.05
INHERITANCE TAX-ALEXANDER,191378.69,,39280,716,69708,,145357,407056.73,2304,,,35674,,,4457.45,,,,,,,,,,,,895931.87
INHERITANCE TAX-BOND,68152.75,67436.51,6821,167813.25,172869,62782,62556,78573,,176632,675000,,401038,,101265,,,,,,,,,,,,2040938.51
INHERITANCE TAX-BOONE,181757.54,252868.92,153582.53,162492,318000.36,246349.93,300220.9,401272,1131980.36,134596,147670,995436,1063519,169772.68,172697,,,,,,,,,,,,5832215.22
INHERITANCE TAX-BROWN,,,17952.75,90092,28656,23385.8,48808.95,,,103711,41326,,,,,,,,,,,,,,,,353932.5
INHERITANCE TAX-BUREAU,468393.62,790336.7,575061.16,853191.69,1410155.16,486200.48,162373.04,678049,460382.55,140688.22,1142721.66,315687.22,826974.48,13735,849199.68,120395,,,,,,,,,,,9293544.66
INHERITANCE TAX-CALHOUN,898692,,,63064,547,,432651,5610.1,249163,2414371,,7500,,,,,,,,,,,,,,,4071598.1
INHERITANCE TAX-CARROLL,512371.75,297552.72,151013.79,,63609.92,172465.3,354259.14,55810,,129206.11,31507,171919,,157010,322766.5,,,,,,,,,,,,2419491.23
INHERITANCE TAX-CASS,260065.87,313605.09,235405.63,204862.43,14646.43,66547.85,310466.71,42777.1,171869.78,115439.25,,176374.64,226936.02,118198.94,2536.96,,,,,,,,,,,,2259732.7
INHERITANCE TAX-CHAMPAIGN,3245014.6,3551583.66,5289393.5,5064746.79,3374359.09,2089212.32,5453035.78,11259480.52,1909117.28,3471488.95,3190595.6,1011561.83,6952057.39,478023,6034336.6,,,,,,,,,,,,62374006.91
INHERITANCE TAX-CHRISTIAN,1776238.87,478992.58,590966.71,2717563.03,371502.26,992973.81,350107.41,1016806.19,1110188.24,136935.83,187949.46,418672.98,333155.02,9329.7,341256.81,323686,,,,,,,,,,,11156324.9
INHERITANCE TAX-CLARK,293740.87,119597.77,144460.35,52266.61,737394,116017,95463,96540,382070.55,85253.45,296377,49482,,32388,175638,118817,,,,,,,,,,,2795505.6
INHERITANCE TAX-CLAY,73324.32,338135.27,86321.54,49293.03,68170.1,275352.03,273274.54,1367.3,82792.05,,750,130494,948,10592,101284,,,,,,,,,,,,1492098.18
INHERITANCE TAX-CLINTON,164200.3,406343.98,303713.79,445071.41,189530.63,1492493.33,92944.82,396013.3,410307.72,140087.72,78142.72,9476,,375133,300472,,,,,,,,,,,,4803930.72
INHERITANCE TAX-COLES,847741.87,438708.88,449137.07,423469.88,747338.38,398757.25,463235.82,640144.7,1808231.31,1103056.57,1278846.74,1932701.04,734598,242689,249542,,,,,,,,,,,,11758198.51
INHERITANCE TAX-COOK,125380188.9,243966805.1,204398951.3,202900836,164997115.6,132607451.6,117537339.1,153148332.6,131340176.7,133386964.5,209712494.6,156065767.5,117060788.8,58866953.08,103884087.1,28932442.48,,,,,,,,,,,2284186695
INHERITANCE TAX-CRAWFORD,285620.15,61560.57,229894.37,569513.22,554227.96,216453.45,115588.49,56148.27,208387.68,217187.84,2344.62,300879.31,161955,,480843,134743,,,,,,,,,,,3595346.93
INHERITANCE TAX-CUMBERLAND,,64574,79846.05,267699.85,159946,152112.71,155239,29144,24128,,,,,,,,,,,,,,,,,,932689.61
INHERITANCE TAX-DEKALB,1165931.73,1774711.51,2517197.48,1151736.26,1068763.73,662930.32,1430577.82,794347.15,2182283.98,3511849.22,622446,1253278,2897544.7,3032924.86,3595675.13,202378,,,,,,,,,,,27864575.89
INHERITANCE TAX-DEWITT,78657.5,156179,743669.36,231107.66,259733.44,282830.77,115232.66,51347,58721,70000,60361.04,1168900.26,420112.35,18378,119066,1003,,,,,,,,,,,3835299.04
INHERITANCE TAX-DOUGLAS,213285.08,552096.96,177519.8,136746.81,166367.93,123792.86,220003.35,409737.64,84259.89,150941.15,4811.41,285545.77,553004.22,13870,412537,,,,,,,,,,,,3504519.87
INHERITANCE TAX-DUPAGE,25009078.49,13316837.54,21739809.85,27068380.21,24178888.78,13490877.63,19557321.75,31666468.64,19019028.99,29583902.08,15762671.42,15324514.81,11890532.57,6563519.58,7753083.27,477057,,,,,,,,,,,282401972.6
INHERITANCE TAX-EDGAR,401462.5,214347.83,306826.61,483112.38,380863.25,37396.84,262686.27,334300.11,675939.28,64160.28,12632.28,1000673.99,204879.05,116695.72,55273.4,171877,,,,,,,,,,,4723126.79
INHERITANCE TAX-EDWARDS,102669,18844,131410.63,62861.18,254777,119284,99928,,,37819,,,8201,846105,,,,,,,,,,,,,1681898.81
INHERITANCE TAX-EFFINGHAM,410573.79,318813.14,378741.01,639994.47,414213.57,856309.32,106692.73,349532.42,110964.1,571470.02,,189654.42,516851,5666.7,369148,,,,,,,,,,,,5238624.69
INHERITANCE TAX-FAYETTE,35631.27,175010.39,99690.07,182897.59,172744.81,116582,70582.4,224009,337179,309768,142017,4613,25026,,106593,,,,,,,,,,,,2002343.53
INHERITANCE TAX-FORD,180877.8,129942.36,1414921,1119626.93,330555.24,359631.78,1479660.95,93302.12,343112.58,22208.82,278893.14,,504507,88312,134749,,,,,,,,,,,,6480300.72
INHERITANCE TAX-FRANKLIN,408177.72,112039.4,221399,44633.73,292491,156960,158369,220144.08,229790,,,706093.2,155188,,12855,,,,,,,,,,,,2718140.13
INHERITANCE TAX-FULTON,348697.23,394424.57,381094.07,661175.81,556306.93,417168.34,416794.27,315064.97,59044.27,6890.49,56757.23,580190.25,240204,3047.24,476556.06,,,,,,,,,,,,4913415.73
INHERITANCE TAX-GALLATIN,56784.32,28707.12,242110.63,106031.65,220187,173558.98,163065.07,,2505,,90240,6531,16226,3341.7,,,,,,,,,,,,,1109288.47
INHERITANCE TAX-GREENE,29014.12,187982.46,75027.65,155249.02,32327,124193.55,75005.5,7578.03,14878.21,16712.94,445910.6,174027.4,589823.5,85541.53,18547.57,8135.61,,,,,,,,,,,2039954.69
INHERITANCE TAX-GRUNDY,325419.06,244256.25,378502.47,392069.9,388052.58,231198.58,336674.09,606758,441025.74,1499174.67,641750.25,279858.77,381612.76,,479289.67,,,,,,,,,,,,6625642.79
INHERITANCE TAX-HAMILTON,128043.63,51926.92,158397,20,41934.18,24188.33,63697,159117.29,265006,331,,,86.49,,,,,,,,,,,,,,892747.84
INHERITANCE TAX-HANCOCK,191424.02,399634.13,337061.76,359430.27,84257.38,36889.38,120361.42,140668.77,31248.99,4205.91,18788.84,173817.76,664471.33,108730.55,408134,133525,,,,,,,,,,,3212649.51
INHERITANCE TAX-HARDIN,27000,,31229,,193499,112351.53,1055312,106629,,,,,155022.75,,,,,,,,,,,,,,1681043.28
INHERITANCE TAX-HENDERSON,264595.31,196912.12,35000,44015,55132,11683,45936,187789.69,78540,,206266,13301,,,,6161,,,,,,,,,,,1145331.12
INHERITANCE TAX-HENRY,250660.17,438674.05,598455.49,484006.13,765885.63,379963.16,232258.66,170907.87,661856.43,95199.06,332106.97,286154.83,1161900.32,37003.55,331012.36,137371,,,,,,,,,,,6363415.68
INHERITANCE TAX-IROQUOIS,334141.54,331076.46,195586.09,355815.49,872065.68,320505.48,265841.48,446046.37,796184.2,943182,769075.97,147611.4,594339,171580,1903328.12,,,,,,,,,,,,8446379.28
INHERITANCE TAX-JACKSON,204458.09,374130.41,367278.44,420697.19,348898.78,285564.74,284858.87,145432,979001,142591.99,42823,442200,22963.32,14844.68,150193.44,1320.39,,,,,,,,,,,4227256.34
INHERITANCE TAX-JASPER,18067.57,42532.18,155297.2,146489.11,116838.62,169232.2,584860.97,21158.8,11786.72,16332.86,143059.99,381241.22,3188.17,,,3.9,,,,,,,,,,,1810089.51
INHERITANCE TAX-JEFFERSON,108981.7,891289.11,399939.94,641572.68,248044.81,367926.67,664971.8,426548.69,153745.01,876936.89,59801.2,20865.19,436469.51,461694.74,,,,,,,,,,,,,5758787.94
INHERITANCE TAX-JERSEY,53185.57,111610.05,238725.24,26091.58,124853.16,86082.85,75075.61,1365067.07,394442.12,4571.05,395207.57,181568.93,218070.12,1838.5,57833,,,,,,,,,,,,3334222.42
INHERITANCE TAX-JODAVIESS,243840.93,176148.24,76264.47,275796.86,1188019.62,541087.69,120300.61,9224.2,403256.56,305862,,163550,85000,209682,55235,,,,,,,,,,,,3853268.18
INHERITANCE TAX-JOHNSON,25295,2145,35608.27,85114,236876,21819.85,160012,,,,,,,,,,,,,,,,,,,,566870.12
INHERITANCE TAX-KANE,5716646.3,4315997.34,7461231.03,5123342.81,8213937.56,6453226.68,8131389.44,10386979.27,8244738.45,5119864.06,7449752.34,10337201.91,3327565.68,1149589.45,4238566.55,1579635.66,,,,,,,,,,,97249664.53
INHERITANCE TAX-KANKAKEE,757324.42,827474.86,1670885.27,692471.06,725296.79,1385511.64,1288487.69,2500835.75,773276.31,1912605.41,2963686.84,1321646.64,1177009.97,1327990.33,593462,908042,,,,,,,,,,,20826006.98
INHERITANCE TAX-KENDALL,494654.53,378520,354419.25,508898.46,1305815.4,385940.04,1654597.86,3913649.63,2078633.44,1777772.86,1766716.56,2154531.09,997773.92,2451679.92,3023985.11,7540.96,,,,,,,,,,,23255129.03
INHERITANCE TAX-KNOX,625354.75,293110.35,661082.38,939745.41,802626.64,529429.85,882322.7,620190.09,986750.62,5903.9,141135.43,304540.96,1122634.5,10400.13,352885,,,,,,,,,,,,8278112.71
INHERITANCE TAX-LAKE,34089590.45,19117960.44,29609704.13,39253315,52634655.58,28465849.04,21822293.89,37277220.88,37253579.07,25272103.34,56955308.79,35518582.66,38342166.48,27818765.17,39229048.31,698960,,,,,,,,,,,523359103.2
INHERITANCE TAX-LASALLE,1361834.56,2135177.98,3024925.67,2941786.13,1890641.15,1474120.84,807737.88,1046930.95,1117077.68,1765028.4,743650.85,643077,1260774.94,193382.78,2009532,47047,,,,,,,,,,,22462725.81
INHERITANCE TAX-LAWRENCE,226684.41,41775.17,151186.46,259087.88,82448.65,331.92,104819.05,559522.64,187805.93,252755.5,1187896.64,323378.88,14128240.68,32193.39,4446910.1,57364,,,,,,,,,,,22042401.3
INHERITANCE TAX-LEE,173656.34,334650.24,390879.79,376258.47,790986.76,570409.39,1101971.85,65721,221503,490629.84,27157,170886,256421,962869,642350,472885,,,,,,,,,,,7049234.68
INHERITANCE TAX-LIVINGSTON,646004.19,1237373.22,327651.23,849694.86,186521.91,1098003.58,515449.39,995462.16,334308.56,1157438,1423120.99,386708.35,401942.13,,283929,,,,,,,,,,,,9843607.57
INHERITANCE TAX-LOGAN,887582.38,704021.53,674326.08,453926.41,350218.59,550138.38,410121.38,316216.63,217269,644755.97,356357.28,433271.38,533752,1494,42386.6,,,,,,,,,,,,6575837.61
INHERITANCE TAX-MACON,1353331.43,1967235.55,1538637.12,876813.13,2014650.54,1639206.98,1584967.08,1013094.62,1833156.03,1609066.04,281365.09,2715453.41,1867428.04,973314.08,1449479.71,2767,,,,,,,,,,,22719965.85
INHERITANCE TAX-MACOUPIN,1289897.43,364511.99,786982.28,334163.14,997323.75,251147.72,118080.28,1044379.95,241005.79,244236.58,745062.67,456156,633277.59,90190,1318287.11,,,,,,,,,,,,8914702.28
INHERITANCE TAX-MADISON,1379462.75,3406259.43,2476033.61,3400811.92,1702950.02,1670019.82,3161712.49,1223548.05,2526438.37,4545822.64,1463224.63,3261334.48,1223965.79,1843081.78,2530679.54,141968,,,,,,,,,,,35957313.32
INHERITANCE TAX-MARION,160581.5,1489134.09,1099503.26,557105.97,1720498.99,125371.54,1906971.8,1907555.14,2684837.32,510185.19,255936,30441,145000,52470,212262,,,,,,,,,,,,12857853.8
INHERITANCE TAX-MARSHALL,140631.07,155613.62,637168.69,294368.6,767991.73,378754.31,,242517,119356,214170,130572,699191,124293,209124,,,,,,,,,,,,,4113751.02
INHERITANCE TAX-MASON,322683.32,751212.72,219488.31,819342.7,137573.53,25624,345025.76,554903.34,763676.65,604921.4,660000,185576,,124998,209252,,,,,,,,,,,,5724277.73
INHERITANCE TAX-MASSAC,82398,254744,570,,183183,22175,138606,381436,,302998,176857,58397,11156,,,,,,,,,,,,,,1612520
INHERITANCE TAX-MCDONOUGH,344842.14,498220.93,3156713.01,335628.44,207508.5,821726.87,646021.1,148420,249986.41,194432.78,32794.58,266144,256938,9954,1606752,,,,,,,,,,,,8776082.76
INHERITANCE TAX-MCHENRY,2126015.78,1763146.66,2402564.63,10546111.89,6030277.03,2565630.34,2358660.36,11999175.5,4192052.11,5220107.13,3435577.68,1829972.56,1596968.78,372469.53,3375547.25,,,,,,,,,,,,59814277.23
INHERITANCE TAX-MCLEAN,1843626.12,1866797.78,5492426.37,3358722.5,1851329.1,1123779.36,2002514.13,1381808.88,4206255.71,3719222.43,4811486.67,3172265.79,3116568.23,761263.44,1927644,224694,,,,,,,,,,,40860404.51
INHERITANCE TAX-MENARD,78668.97,96891.41,295193.03,42911,261472.14,118049.03,209455.91,157882.65,360400,10137.99,186609.72,,,357032.67,35548.92,,,,,,,,,,,,2210253.44
INHERITANCE TAX-MERCER,98915.23,125034.9,302405.84,188308.86,78398.4,146821.32,509496.32,144227.45,177453.38,,151362.99,,379476,205223,,,,,,,,,,,,,2507123.69
INHERITANCE TAX-MONROE,399711.98,400218.31,52778.37,360792.99,299106.38,690710.61,212266.66,176068.55,905197.66,410061.24,832968,4251064,15792,23195,289783,,,,,,,,,,,,9319714.75
INHERITANCE TAX-MONTGOMERY,305408.72,467918,720642.15,314889.68,2090748.85,271803.87,936676.93,137856,240621.16,87953.05,,1583151,101001,,102385.89,,,,,,,,,,,,7361056.3
INHERITANCE TAX-MORGAN,569078.17,590995.22,627486.25,681805.08,525339.01,697391.2,1442373.49,951842.94,1682629.82,960171.98,386741.34,568719.22,2077,336856,1125195,9929,,,,,,,,,,,11158630.72
INHERITANCE TAX-MOULTRIE,96040.88,89126.69,1110852.56,29251.31,77878,56355,71446.1,18981,250003,,105100,244118,,,25782,,,,,,,,,,,,2174934.54
INHERITANCE TAX-OGLE,480248.05,286333.6,616475.8,520637.69,994703.43,737445.28,473509,214906.72,620555.07,579529.36,225710.07,214043,750729.85,241298.89,325182,,,,,,,,,,,,7281307.81
INHERITANCE TAX-PEORIA,3221872.1,2897943.47,3397477.57,2990351.41,2018561.02,1561609.04,4885241.41,2489576.81,1193066.71,1374157.89,8206272.05,1709721.6,3114494.58,947935.54,1735243.49,178535,,,,,,,,,,,41922059.69
INHERITANCE TAX-PERRY,1896125.4,43550.21,148980.59,257604.02,92950.18,27075,79302,,463205,,,2641,,,150000,,,,,,,,,,,,3161433.4
INHERITANCE TAX-PIATT,161598.31,193140.6,329083.62,106348.56,111957.42,197595,63269,157755.1,407023.12,134352.34,174742,76126.88,387696.4,,46385.36,317805,,,,,,,,,,,2864878.71
INHERITANCE TAX-PIKE,268093.79,168434,315624.23,184196.07,84828,84753,186510.94,208535.97,520506.33,34857,91041,205417.89,257801,817751.54,674097,,,,,,,,,,,,4102447.76
INHERITANCE TAX-POPE,,74846,,,,1122,,,,,74312,,150000,,,,,,,,,,,,,,300280
INHERITANCE TAX-PULASKI,57835,7732,,52028,,,104315,,,,,,,,,,,,,,,,,,,,221910
INHERITANCE TAX-PUTNAM,155835.89,262324.7,37365.16,110177.35,,22730,60737.15,910.51,16540.87,199162,834,4049047,886,,,,,,,,,,,,,,4916550.63
INHERITANCE TAX-RANDOLPH,432608.69,240276.8,178553.6,426606.79,869313.52,560964.24,113665.29,60585.16,64186.25,361850.34,262343.23,964251.75,26989.28,20001.2,11869.6,2578,,,,,,,,,,,4596643.74
INHERITANCE TAX-RICHLAND,92625.97,204884.96,40593.49,67479,488364.24,4445.52,88309,959411,173885,94500,691631,8608,499689,559441,262714,,,,,,,,,,,,4236581.18
INHERITANCE TAX-ROCK ISLAND,2519278.89,1099966.14,2477951.21,1731128.86,2283136.54,1176393.13,1610705.25,4469854.3,1796853.1,1470526.51,3088147.14,4666804.82,682238.03,1143242,1225743.49,,,,,,,,,,,,31441969.41
INHERITANCE TAX-SALINE,751062.44,191975.68,267119,280134,197163.29,66495.69,142791.92,958540.7,229340.2,411649.2,6455.2,464442.5,6555.5,15177.5,6550.5,,,,,,,,,,,,3995453.32
INHERITANCE TAX-SANGAMON,2248236.76,2411937.61,5284275.51,1412168.63,2507851.35,2242898.6,2692069.9,1245784.44,3649608.06,3130851.83,7746949.09,1397475.74,2121645.43,1833083.56,8321356.35,,,,,,,,,,,,48246192.86
INHERITANCE TAX-SCHUYLER,101298.79,86092.07,32480.9,141809.29,156260.72,61523.01,68677.84,1459.74,,,85648,125598,116181.88,4933,332875.54,,,,,,,,,,,,1314838.78
INHERITANCE TAX-SCOTT,203821.62,16724,12574,352918.02,23815.61,260889.68,114082.69,,5043,,,,129671,338,,,,,,,,,,,,,1119877.62
INHERITANCE TAX-SHELBY,557993.76,560258.49,181187.18,506543.96,344451.32,433611.54,67764.22,239338.81,119120.48,,98291,224644,199044.52,,,,,,,,,,,,,,3532249.28
INHERITANCE TAX-ST. CLAIR,1930584.89,2329810.33,3051705.94,2078969.18,3710809.46,1707468.74,1576947.54,2003468.07,4360682.22,2656716.29,13446771.61,2713348.27,2797101.02,955304.12,1571892,793315,,,,,,,,,,,47684894.68
INHERITANCE TAX-STARK,18554.11,312503.79,162247.73,399894.47,60819.28,236091.07,91651.91,3761.45,396663.32,3468.35,217933.8,3175.25,3028.7,2882.15,92313.6,2589.05,,,,,,,,,,,2007578.03
INHERITANCE TAX-STEPHENSON,451419.31,858210.07,1064435.94,1762056.45,1560313.59,497885.65,571962,431777.41,249176,118112,489489,326288.14,605854,8688,697023,8759,,,,,,,,,,,9701449.56
INHERITANCE TAX-TAZEWELL,1296969.12,1680462.41,840995.23,733584.92,2454804.11,879587.4,1382175.29,1560260.23,932430,649428,469015,997547.62,983920,150830,2907538,3438868,,,,,,,,,,,21358415.33
INHERITANCE TAX-UNION,373225.09,50409.57,274692.36,230290,684434,69675.16,191990,9000,,,,,34119,,1224.6,,,,,,,,,,,,1919059.78
INHERITANCE TAX-VERMILLION,1513443.46,802176.29,2160321.57,7646472.33,1420367.37,376898.85,855541.57,517664.23,3933409,1354998.18,605629.69,567518.3,1220773,290403.34,595933,,,,,,,,,,,,23861550.18
INHERITANCE TAX-WABASH,308870.98,298895.7,255077.79,249947.51,80124.3,97422.25,50714,,,202559,326969,202091,18231,28523,272357,,,,,,,,,,,,2391782.53
INHERITANCE TAX-WARREN,674041.07,334338.78,1279553.8,224249.58,318668.99,296218.47,502605.63,113310.21,904326,236819.18,354027,26587,58071.92,59732,1064396,,,,,,,,,,,,6446945.63
