fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2020,0870,420,0655,0,9999,HHS FEDERAL BLOCK GRANT,159976806.13,rev ioc 03.11.2020,LOW INC HOME ENERGY BLOCK GRNT,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0870,0870,0,NA,1,LOW INC HOME ENERGY BLOCK GRNT,G,Federal Trust Funds,1,1,HHS FEDERAL BLOCK GRANT,57,Federal - Other,NA,NA,NA
2020,0355,478,0618,0,9999,HEALTH AND HUMAN SERVICES,157011918,rev ioc 03.11.2020,SPECIAL ED MEDICAID MATCHING,HEALTHCARE & FAMILY SERVICES,NA,NA,0355,0355,0,NA,1,SPECIAL ED MEDICAID MATCHING,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0063,482,0618,0,9999,HEALTH AND HUMAN SERVICES,154898093.86,rev ioc 03.11.2020,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0913,420,0630,NA,NA,"LABOR,DEPARTMENT OF",154016925.54,NA,FEDERAL WORKFORCE TRAINING,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0913-B,0913,2,NA,1,FEDERAL WORKFORCE TRAINING,D,Special State Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0700,444,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",153015547,NA,"USDA WOMEN, INFANTS & CHILDREN",HUMAN SERVICES,NA,NA,0700,0700,0,NA,1,USDA WOMEN  INFANTS & CHILDREN,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0355,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,152454777,NA,SPECIAL ED MEDICAID MATCHING,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0355,0355,0,NA,1,SPECIAL ED MEDICAID MATCHING,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0700,444,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",152139541,rev ioc 03.11.2020,"USDA WOMEN, INFANTS & CHILDREN",HUMAN SERVICES,NA,NA,0700,0700,0,NA,1,USDA WOMEN  INFANTS & CHILDREN,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0913,420,0630,0,9999,"LABOR,DEPARTMENT OF",152092623.19,rev ioc 12.11.2019,FEDERAL WORKFORCE TRAINING,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0913-B,0913,2,NA,1,FEDERAL WORKFORCE TRAINING,D,Special State Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0913,420,0630,0,9999,"LABOR,DEPARTMENT OF",150801242.86,rev ioc 03.11.2020,FEDERAL WORKFORCE TRAINING,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0913-B,0913,2,NA,1,FEDERAL WORKFORCE TRAINING,D,Special State Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0136,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,150312437,NA,UNIVERSITY OF IL HOSPITAL SERV,HEALTHCARE & FAMILY SERVICES,NA,NA,0136,0136,0,NA,1,UNIVERSITY OF IL HOSPITAL SERV,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0913,420,0630,NA,NA,"LABOR,DEPARTMENT OF",148924711.35,NA,FEDERAL WORKFORCE TRAINING,COMMERCE AND ECONOMIC OPPORTUN,D,SPECIAL STATE FUNDS,0913-B,0913,2,NA,1,FEDERAL WORKFORCE TRAINING,D,Special State Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0408,444,1338,0,9999,CCDBG MANDATORY DISC,147751570,rev ioc 12.11.2019,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,CCDBG MANDATORY DISC,57,Federal - Other,NA,NA,NA
2022,0355,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,146371175,NA,SPECIAL ED MEDICAID MATCHING,HEALTHCARE & FAMILY SERVICES,NA,NA,0355,0355,0,NA,1,SPECIAL ED MEDICAID MATCHING,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0700,444,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",144778826,NA,"USDA WOMEN, INFANTS & CHILDREN",HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0700,0700,0,NA,1,USDA WOMEN  INFANTS & CHILDREN,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0270,532,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,144437066.33,rev ioc 12.11.2019,WATER REVOLVING,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0270,0270,0,NA,1,WATER REVOLVING,D,Special State Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0733,478,0676,NA,NA,MEDICAL ASSISTANCE,143868081,NA,TOBACCO SETTLEMENT RECOVERY,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0733,0733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,MEDICAL ASSISTANCE,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0063,482,0618,0,9999,HEALTH AND HUMAN SERVICES,136123516.42,rev ioc 12.11.2019,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0001,444,0661,NA,NA,USDA FOOD STAMP ADMIN,133480868,NA,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,USDA FOOD STAMP ADMIN,57,Federal - Other,NA,NA,NA
2022,0081,444,0607,NA,NA,DEPARTMENT OF EDUCATION-FED,132463394.76,NA,VOCATIONAL REHABILITATION,HUMAN SERVICES,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2022,0270,532,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,128316747.01,NA,WATER REVOLVING,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0270,0270,0,NA,1,WATER REVOLVING,D,Special State Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0136,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,127719297,NA,UNIVERSITY OF IL HOSPITAL SERV,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0136,0136,0,NA,1,UNIVERSITY OF IL HOSPITAL SERV,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0001,444,0661,NA,NA,USDA FOOD STAMP ADMIN,125116059,NA,GENERAL REVENUE,HUMAN SERVICES,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,USDA FOOD STAMP ADMIN,57,Federal - Other,NA,NA,NA
2020,0081,444,0607,0,9999,DEPARTMENT OF EDUCATION-FED,120431629,rev ioc 03.11.2020,VOCATIONAL REHABILITATION,HUMAN SERVICES,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2022,0733,478,0676,NA,NA,MEDICAL ASSISTANCE,120061000,NA,TOBACCO SETTLEMENT RECOVERY,HEALTHCARE & FAMILY SERVICES,NA,NA,0733,0733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,MEDICAL ASSISTANCE,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0136,478,0618,0,9999,HEALTH AND HUMAN SERVICES,117716710,rev ioc 03.11.2020,UNIVERSITY OF IL HOSPITAL SERV,HEALTHCARE & FAMILY SERVICES,NA,NA,0136,0136,0,NA,1,UNIVERSITY OF IL HOSPITAL SERV,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0081,444,0607,NA,NA,DEPARTMENT OF EDUCATION-FED,117608588,NA,VOCATIONAL REHABILITATION,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2020,0270,532,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,113438987,rev ioc 03.11.2020,WATER REVOLVING,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0270,0270,0,NA,1,WATER REVOLVING,D,Special State Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2020,0001,444,1393,0,9999,FED MONIES - TANF GRANT,111039012,rev ioc 03.11.2020,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2020,0488,546,0632,0,9999,LAW ENFORCEMENT ADMIN,111029112.92,rev ioc 03.11.2020,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,NA,NA,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,LAW ENFORCEMENT ADMIN,57,Federal - Other,NA,NA,NA
2019,0935,444,0669,0,9999,HEALTH AND HUMAN SERVICES,102582236,rev ioc 12.11.2019,SOCIAL SERVS BLOCK GRANT,HUMAN SERVICES,NA,NA,0935,0935,0,NA,1,SOCIAL SERVS BLOCK GRANT,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0136,478,0618,0,9999,HEALTH AND HUMAN SERVICES,101757605,rev ioc 12.11.2019,UNIVERSITY OF IL HOSPITAL SERV,HEALTHCARE & FAMILY SERVICES,NA,NA,0136,0136,0,NA,1,UNIVERSITY OF IL HOSPITAL SERV,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0278,444,1393,NA,NA,FED MONIES - TANF GRANT,100880597,NA,INCOME TAX REFUND,HUMAN SERVICES,D,SPECIAL STATE FUNDS,0278,0278,0,NA,0,INCOME TAX REFUND,D,Special State Funds,0,0,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2021,0270,532,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,100309317.99,NA,WATER REVOLVING,ENVIRONMENTAL PROTECT AGENCY,D,SPECIAL STATE FUNDS,0270,0270,0,NA,1,WATER REVOLVING,D,Special State Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2020,0001,444,0661,0,9999,USDA FOOD STAMP ADMIN,100112727,rev ioc 03.11.2020,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,USDA FOOD STAMP ADMIN,57,Federal - Other,NA,NA,NA
2019,0757,478,0680,0,9999,TITLE IV-D ADMINISTRATION,99103738,rev ioc 12.11.2019,CHILD SUPPORT ADMINISTRATIVE,HEALTHCARE & FAMILY SERVICES,NA,NA,0757,0757,0,NA,1,CHILD SUPPORT ADMINISTRATIVE,D,Special State Funds,1,1,TITLE IV-D ADMINISTRATION,57,Federal - Other,NA,NA,NA
2019,0081,444,0607,0,9999,DEPARTMENT OF EDUCATION-FED,97379852,rev ioc 12.11.2019,VOCATIONAL REHABILITATION,HUMAN SERVICES,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2021,0710,588,1741,NA,NA,FEMA,95802931.71,NA,HOMELAND SEC EMERG PREPAR TRST,IL EMERGENCY MANAGEMENT AGCY,G,FEDERAL TRUST FUNDS,0710-B,0710,2,NA,1,HOMELAND SECURITY EMERG PREPAR,D,Special State Funds,1,1,FEMA,57,Federal - Other,NA,NA,NA
2020,0095,494,0643,0,9999,"TRANSPORTATION, DEPARTMENT",95473676.73,rev ioc 03.11.2020,FEDERAL/STATE/LOCAL AIRPORT,TRANSPORTATION,NA,NA,0095,0095,0,NA,1,FEDERAL&LOCAL AIRPORT,G,Federal Trust Funds,1,1,"TRANSPORTATION, DEPARTMENT",59,Federal Transportation,NA,NA,NA
2022,0095,494,0643,NA,NA,"TRANSPORTATION, DEPARTMENT",95432783.22,NA,FEDERAL/STATE/LOCAL AIRPORT,TRANSPORTATION,NA,NA,0095,0095,0,NA,1,FEDERAL&LOCAL AIRPORT,G,Federal Trust Funds,1,1,"TRANSPORTATION, DEPARTMENT",59,Federal Transportation,NA,NA,NA
2020,0733,478,0676,0,9999,MEDICAL ASSISTANCE,95070367,rev ioc 03.11.2020,TOBACCO SETTLEMENT RECOVERY,HEALTHCARE & FAMILY SERVICES,NA,NA,0733,0733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,MEDICAL ASSISTANCE,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0757,478,0680,0,9999,TITLE IV-D ADMINISTRATION,93696033,rev ioc 03.11.2020,CHILD SUPPORT ADMINISTRATIVE,HEALTHCARE & FAMILY SERVICES,NA,NA,0757,0757,0,NA,1,CHILD SUPPORT ADMINISTRATIVE,D,Special State Funds,1,1,TITLE IV-D ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0488,546,0632,NA,NA,LAW ENFORCEMENT ADMIN,93275048.06,NA,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,NA,NA,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,LAW ENFORCEMENT ADMIN,57,Federal - Other,NA,NA,NA
2022,0757,478,0680,NA,NA,TITLE IV-D ADMINISTRATION,92508580,NA,CHILD SUPPORT ADMINISTRATIVE,HEALTHCARE & FAMILY SERVICES,NA,NA,0757,0757,0,NA,1,CHILD SUPPORT ADMINISTRATIVE,D,Special State Funds,1,1,TITLE IV-D ADMINISTRATION,57,Federal - Other,NA,NA,NA
2019,0001,444,1393,0,9999,FED MONIES - TANF GRANT,91331635,rev ioc 12.11.2019,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2022,0278,444,1393,NA,NA,FED MONIES - TANF GRANT,90271974,NA,INCOME TAX REFUND,HUMAN SERVICES,NA,NA,0278,0278,0,NA,0,INCOME TAX REFUND,D,Special State Funds,0,0,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2019,0278,444,1393,0,9999,FED MONIES - TANF GRANT,89499452,rev ioc 12.11.2019,INCOME TAX REFUND,HUMAN SERVICES,NA,NA,0278,0278,0,NA,0,INCOME TAX REFUND,D,Special State Funds,0,0,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2021,0618,402,0618,NA,NA,HEALTH AND HUMAN SERVICES,86951709.86,NA,SERVICES FOR OLDER AMERICANS,AGING,G,FEDERAL TRUST FUNDS,0618,0618,0,NA,1,SERVICES FOR OLDER AMERICANS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0710,588,1741,NA,NA,FEMA,85042952,NA,HOMELAND SEC EMERG PREPAR TRST,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0710-B,0710,2,NA,1,HOMELAND SECURITY EMERG PREPAR,D,Special State Funds,1,1,FEMA,57,Federal - Other,NA,NA,NA
2021,0421,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,84974965,NA,PUBLIC AID RECOVERIES TRUST,HEALTHCARE & FAMILY SERVICES,I,STATE TRUST FUNDS,0421,0421,0,NA,1,PUBLIC AID RECOVERIES TRUST,I,State Trust Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0347,444,1337,NA,NA,HEALTH/HUMAN SER-CCDBG MATCH,84626870.37,NA,EMPLOYMENT & TRAINING,HUMAN SERVICES,NA,NA,0347,0347,0,NA,1,EMPLOYMENT & TRAINING,G,Federal Trust Funds,1,1,HEALTH/HUMAN SER-CCDBG MATCH,57,Federal - Other,NA,NA,NA
2021,0488,546,0632,NA,NA,LAW ENFORCEMENT ADMIN,84299373.9,NA,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,G,FEDERAL TRUST FUNDS,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,LAW ENFORCEMENT ADMIN,57,Federal - Other,NA,NA,NA
2019,0488,546,0632,0,9999,LAW ENFORCEMENT ADMIN,84259999.29,rev ioc 12.11.2019,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,NA,NA,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,LAW ENFORCEMENT ADMIN,57,Federal - Other,NA,NA,NA
2020,0278,444,1393,0,9999,FED MONIES - TANF GRANT,83549845,rev ioc 03.11.2020,INCOME TAX REFUND,HUMAN SERVICES,NA,NA,0278,0278,0,NA,0,INCOME TAX REFUND,D,Special State Funds,0,0,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2019,0001,444,0661,0,9999,USDA FOOD STAMP ADMIN,83356958,rev ioc 12.11.2019,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,USDA FOOD STAMP ADMIN,57,Federal - Other,NA,NA,NA
2022,0013,444,0618,NA,NA,HEALTH AND HUMAN SERVICES,81791265,NA,PREVENT & TREAT ALCOHOL & SUB,HUMAN SERVICES,NA,NA,0013,0013,0,NA,1,PREVENT & TREAT ALCOHOL & SUB,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0710,588,0629,0,9999,U S DEPARTMENT OF JUSTICE,79692093.95,rev ioc 12.11.2019,HOMELAND SEC EMERG PREPAR TRST,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0710-B,0710,2,NA,1,HOMELAND SECURITY EMERG PREPAR,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2020,0421,478,0618,0,9999,HEALTH AND HUMAN SERVICES,78201046,rev ioc 03.11.2020,PUBLIC AID RECOVERIES TRUST,HEALTHCARE & FAMILY SERVICES,NA,NA,0421,0421,0,NA,1,PUBLIC AID RECOVERIES TRUST,I,State Trust Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0142,478,0618,0,9999,HEALTH AND HUMAN SERVICES,77582096,rev ioc 12.11.2019,COMMUNITY DD SRVCS MEDICAID TR,HEALTHCARE & FAMILY SERVICES,NA,NA,0142,0142,0,NA,1,COMMUNITY DD SRVCS MEDICAID TR,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0757,478,0680,NA,NA,TITLE IV-D ADMINISTRATION,74575887,NA,CHILD SUPPORT ADMINISTRATIVE,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0757,0757,0,NA,1,CHILD SUPPORT ADMINISTRATIVE,D,Special State Funds,1,1,TITLE IV-D ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0618,402,0618,NA,NA,HEALTH AND HUMAN SERVICES,73004895.1,NA,SERVICES FOR OLDER AMERICANS,AGING,NA,NA,0618,0618,0,NA,1,SERVICES FOR OLDER AMERICANS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0001,444,1338,NA,NA,CCDBG MANDATORY DISC,72913510,NA,GENERAL REVENUE,HUMAN SERVICES,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CCDBG MANDATORY DISC,57,Federal - Other,NA,NA,NA
2020,0710,588,1741,0,9999,FEMA,71838666.3,rev ioc 03.11.2020,HOMELAND SEC EMERG PREPAR TRST,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0710-B,0710,2,NA,1,HOMELAND SECURITY EMERG PREPAR,D,Special State Funds,1,1,FEMA,57,Federal - Other,NA,NA,NA
2019,0495,444,0618,0,9999,HEALTH AND HUMAN SERVICES,71699600,rev ioc 12.11.2019,OLD AGE SURVIVORS INSURANCE,HUMAN SERVICES,NA,NA,0495,0495,0,NA,1,OLD AGE SURVIVORS INSURANCE,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0408,444,1337,0,9999,HEALTH/HUMAN SER-CCDBG MATCH,71254218,rev ioc 12.11.2019,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,HEALTH/HUMAN SER-CCDBG MATCH,57,Federal - Other,NA,NA,NA
2022,0523,426,1790,NA,NA,IEMA-FEMA,70000000,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,IEMA-FEMA,57,Federal - Other,NA,NA,NA
2019,0220,444,1393,0,9999,FED MONIES - TANF GRANT,68800000,rev ioc 12.11.2019,DCFS CHILDREN'S SERVICES,HUMAN SERVICES,NA,NA,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2020,0220,444,1393,0,9999,FED MONIES - TANF GRANT,68800000,rev ioc 03.11.2020,DCFS CHILDREN'S SERVICES,HUMAN SERVICES,NA,NA,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2021,0220,444,1393,NA,NA,FED MONIES - TANF GRANT,68800000,NA,DCFS CHILDREN'S SERVICES,HUMAN SERVICES,D,SPECIAL STATE FUNDS,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2022,0220,444,1393,NA,NA,FED MONIES - TANF GRANT,68800000,NA,DCFS CHILDREN'S SERVICES,HUMAN SERVICES,NA,NA,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2021,0408,444,1337,NA,NA,HEALTH/HUMAN SER-CCDBG MATCH,67474958.45,NA,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,HEALTH/HUMAN SER-CCDBG MATCH,57,Federal - Other,NA,NA,NA
2021,0495,444,0618,NA,NA,HEALTH AND HUMAN SERVICES,67349652,NA,OLD AGE SURVIVORS INSURANCE,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0495,0495,0,NA,1,OLD AGE SURVIVORS INSURANCE,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0013,444,0618,0,9999,HEALTH AND HUMAN SERVICES,65892953,rev ioc 03.11.2020,PREVENT & TREAT ALCOHOL & SUB,HUMAN SERVICES,NA,NA,0013,0013,0,NA,1,PREVENT & TREAT ALCOHOL & SUB,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0421,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,65284845,NA,PUBLIC AID RECOVERIES TRUST,HEALTHCARE & FAMILY SERVICES,NA,NA,0421,0421,0,NA,1,PUBLIC AID RECOVERIES TRUST,I,State Trust Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0495,444,0618,0,9999,HEALTH AND HUMAN SERVICES,65207480,rev ioc 03.11.2020,OLD AGE SURVIVORS INSURANCE,HUMAN SERVICES,NA,NA,0495,0495,0,NA,1,OLD AGE SURVIVORS INSURANCE,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0495,444,0618,NA,NA,HEALTH AND HUMAN SERVICES,64446380,NA,OLD AGE SURVIVORS INSURANCE,HUMAN SERVICES,NA,NA,0495,0495,0,NA,1,OLD AGE SURVIVORS INSURANCE,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0408,444,1336,0,9999,CCDBG MANDATORY,61613310,rev ioc 12.11.2019,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,CCDBG MANDATORY,57,Federal - Other,NA,NA,NA
2022,0347,444,1336,NA,NA,CCDBG MANDATORY,61613310,NA,EMPLOYMENT & TRAINING,HUMAN SERVICES,NA,NA,0347,0347,0,NA,1,EMPLOYMENT & TRAINING,G,Federal Trust Funds,1,1,CCDBG MANDATORY,57,Federal - Other,NA,NA,NA
2021,0013,444,0618,NA,NA,HEALTH AND HUMAN SERVICES,60164000,NA,PREVENT & TREAT ALCOHOL & SUB,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0013,0013,0,NA,1,PREVENT & TREAT ALCOHOL & SUB,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0142,478,0618,0,9999,HEALTH AND HUMAN SERVICES,60000000,rev ioc 03.11.2020,COMMUNITY DD SRVCS MEDICAID TR,HEALTHCARE & FAMILY SERVICES,NA,NA,0142,0142,0,NA,1,COMMUNITY DD SRVCS MEDICAID TR,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0142,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,60000000,NA,COMMUNITY DD SRVCS MEDICAID TR,HEALTHCARE & FAMILY SERVICES,G,FEDERAL TRUST FUNDS,0142,0142,0,NA,1,COMMUNITY DD SRVCS MEDICAID TR,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
